Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,MB,Cassette
1,-10,-8,0,0,LD,cO,6,3
1,-10,-7,1,2,LD,aO,5,3
1,-10,-6,1,2,LD,bO,4,3
1,-10,-5,1,2,LD,dO,4,3
1,-10,-4,1,2,LD,bO,4,3
1,-10,-3,1,2,LD,aO,3,3
1,-10,-2,0,0,LD,cO,2,3
1,-9,-9,0,0,LD,cO,0,4
1,-9,-8,1,2,LD,bO,7,3
1,-9,-7,1,2,LD,FO,6,3
1,-9,-6,1,2,LD,FO,5,3
1,-9,-5,1,2,LD,FO,4,3
1,-9,-4,1,2,LD,FO,4,3
1,-9,-3,1,2,LD,FO,3,3
1,-9,-2,1,2,LD,FO,2,3
1,-9,-1,1,2,LD,FO,1,3
1,-9,0,0,0,LD,cO,0,3
1,-8,-10,0,0,LD,cO,2,4
1,-8,-9,1,2,LD,FO,1,4
1,-8,-8,1,2,LD,FO,0,4
1,-8,-7,1,2,LD,FO,7,3
1,-8,-6,1,2,LD,FM,6,3
1,-8,-5,1,2,LD,FM,5,3
1,-8,-4,1,2,LD,FM,4,3
1,-8,-3,1,2,LD,FM,3,3
1,-8,-2,1,2,LD,FM,2,3
1,-8,-1,1,2,LD,FO,1,3
1,-8,0,1,2,LD,FO,0,3
1,-8,1,1,2,LD,bO,7,2
1,-8,2,0,0,LD,cO,6,2
1,-7,-10,1,2,LD,aO,3,4
1,-7,-9,1,2,LD,FO,2,4
1,-7,-8,1,2,LD,FO,1,4
1,-7,-7,1,2,LD,FM,0,4
1,-7,-6,1,2,LD,FM,7,3
1,-7,-5,1,3,LD,FM,6,3
1,-7,-4,1,3,LD,FM,5,3
1,-7,-3,1,3,LD,FM,3,3
1,-7,-2,1,3,LD,FM,2,3
1,-7,-1,1,2,LD,FM,1,3
1,-7,0,1,2,LD,FM,0,3
1,-7,1,1,2,LD,FO,7,2
1,-7,2,1,2,LD,FO,6,2
1,-7,3,1,2,LD,aO,5,2
1,-6,-10,1,2,LD,bO,4,4
1,-6,-9,1,2,LD,FO,3,4
1,-6,-8,1,2,LD,FM,2,4
1,-6,-7,1,2,LD,FM,1,4
1,-6,-6,1,3,LD,FM,0,4
1,-6,-5,1,3,LD,FM,7,3
1,-6,-4,1,3,LD,FM,6,3
1,-6,-3,1,3,LD,FM,5,3
1,-6,-2,1,3,LD,FM,2,3
1,-6,-1,1,3,LD,FM,1,3
1,-6,0,1,3,LD,FM,0,3
1,-6,1,1,2,LD,FM,7,2
1,-6,2,1,2,LD,FM,6,2
1,-6,3,1,2,LD,FO,5,2
1,-6,4,1,2,LD,bO,4,2
1,-5,-10,1,2,LD,dO,4,4
1,-5,-9,1,2,LD,FO,4,4
1,-5,-8,1,2,LD,FM,3,4
1,-5,-7,1,3,LD,FM,2,4
1,-5,-6,1,3,LD,FM,1,4
1,-5,-5,2,3,LD,FM,0,4
1,-5,-4,2,4,LD,FM,7,3
1,-5,-3,2,4,HD,FI,2,3
1,-5,-2,2,4,HD,FI,1,3
1,-5,-1,2,4,HD,FI,1,3
1,-5,0,2,3,LD,FM,0,3
1,-5,1,1,3,LD,FM,7,2
1,-5,2,1,3,LD,FM,6,2
1,-5,3,1,2,LD,FM,5,2
1,-5,4,1,2,LD,FO,4,2
1,-5,5,1,2,LD,dO,4,2
1,-4,-10,1,2,LD,bO,4,4
1,-4,-9,1,2,LD,FO,4,4
1,-4,-8,1,2,LD,FM,4,4
1,-4,-7,1,3,LD,FM,3,4
1,-4,-6,1,3,LD,FM,2,4
1,-4,-5,2,4,HD,FI,1,4
1,-4,-4,3,5,HD,FI,0,4
1,-4,-3,3,5,HD,FI,3,3
1,-4,-2,3,5,HD,FI,2,3
1,-4,-1,3,5,HD,FI,1,3
1,-4,0,3,5,HD,FI,0,3
1,-4,1,2,4,LD,FM,7,2
1,-4,2,1,3,LD,FM,6,2
1,-4,3,1,3,LD,FM,5,2
1,-4,4,1,2,LD,FM,4,2
1,-4,5,1,2,LD,FO,4,2
1,-4,6,1,2,LD,bO,4,2
1,-3,-10,1,2,LD,aO,5,4
1,-3,-9,1,2,LD,FO,5,4
1,-3,-8,1,2,LD,FM,5,4
1,-3,-7,1,3,LD,FM,5,4
1,-3,-6,1,3,LD,FM,5,4
1,-3,-5,2,4,HD,FI,1,4
1,-3,-4,3,5,HD,FI,1,4
1,-3,-3,4,6,HD,FI,0,4
1,-3,-2,5,7,HD,FI,3,3
1,-3,-1,5,7,HD,FI,2,3
1,-3,0,4,6,HD,FI,0,3
1,-3,1,3,5,HD,FI,3,2
1,-3,2,2,4,HD,FI,2,2
1,-3,3,1,3,LD,FM,5,2
1,-3,4,1,3,LD,FM,3,2
1,-3,5,1,2,LD,FM,3,2
1,-3,6,1,2,LD,FO,3,2
1,-3,7,1,2,LD,aO,3,2
1,-2,-10,0,0,LD,cO,6,4
1,-2,-9,1,2,LD,FO,6,4
1,-2,-8,1,2,LD,FM,6,4
1,-2,-7,1,3,LD,FM,6,4
1,-2,-6,1,3,LD,FM,6,4
1,-2,-5,2,4,HD,FI,2,4
1,-2,-4,3,5,HD,FI,2,4
1,-2,-3,5,7,HD,FI,2,4
1,-2,-2,5,8,HD,gI,0,4
1,-2,-1,3,6,HD,dI,3,3
1,-2,0,5,8,HD,gI,0,3
1,-2,1,5,7,HD,FI,3,2
1,-2,2,3,5,HD,FI,2,2
1,-2,3,2,4,HD,FI,1,2
1,-2,4,1,3,LD,FM,2,2
1,-2,5,1,3,LD,FM,2,2
1,-2,6,1,2,LD,FM,2,2
1,-2,7,1,2,LD,FO,2,2
1,-2,8,0,0,LD,cO,2,2
1,-1,-9,1,2,LD,bO,7,4
1,-1,-8,1,2,LD,FO,7,4
1,-1,-7,1,2,LD,FM,7,4
1,-1,-6,1,3,LD,FM,7,4
1,-1,-5,2,4,LD,FM,7,4
1,-1,-4,3,5,HD,FI,3,4
1,-1,-3,5,7,HD,FI,3,4
1,-1,-2,3,6,HD,dI,3,4
1,-1,1,3,6,HD,dI,3,2
1,-1,2,5,7,HD,FI,2,2
1,-1,3,3,5,HD,FI,1,2
1,-1,4,2,4,HD,FI,1,2
1,-1,5,1,3,LD,FM,1,2
1,-1,6,1,2,LD,FM,1,2
1,-1,7,1,2,LD,FO,1,2
1,-1,8,1,2,LD,FO,1,2
1,0,-9,0,0,LD,cO,0,5
1,0,-8,1,2,LD,FO,0,5
1,0,-7,1,2,LD,FM,0,5
1,0,-6,1,3,LD,FM,0,5
1,0,-5,2,3,LD,FM,0,5
1,0,-4,3,5,HD,FI,0,5
1,0,-3,4,6,HD,FI,0,5
1,0,-2,5,8,HD,gI,0,5
1,0,2,5,8,HD,gI,0,2
1,0,3,4,6,HD,FI,0,2
1,0,4,3,5,HD,FI,0,2
1,0,5,2,3,LD,FM,0,2
1,0,6,1,3,LD,FM,0,2
1,0,7,1,2,LD,FM,0,2
1,0,8,1,2,LD,FO,0,2
1,0,9,0,0,LD,cO,0,2
1,1,-8,1,2,LD,FO,1,5
1,1,-7,1,2,LD,FO,1,5
1,1,-6,1,2,LD,FM,1,5
1,1,-5,1,3,LD,FM,1,5
1,1,-4,2,4,HD,FI,1,5
1,1,-3,3,5,HD,FI,1,5
1,1,-2,5,7,HD,FI,2,5
1,1,-1,3,6,HD,dI,3,5
1,1,2,3,6,HD,dI,3,1
1,1,3,5,7,HD,FI,3,1
1,1,4,3,5,HD,FI,3,1
1,1,5,2,4,LD,FM,7,1
1,1,6,1,3,LD,FM,7,1
1,1,7,1,2,LD,FM,7,1
1,1,8,1,2,LD,FO,7,1
1,1,9,1,2,LD,bO,7,1
1,2,-8,0,0,LD,cO,2,5
1,2,-7,1,2,LD,FO,2,5
1,2,-6,1,2,LD,FM,2,5
1,2,-5,1,3,LD,FM,2,5
1,2,-4,1,3,LD,FM,2,5
1,2,-3,2,4,HD,FI,1,5
1,2,-2,3,5,HD,FI,2,5
1,2,-1,5,7,HD,FI,3,5
1,2,0,5,8,HD,gI,0,0
1,2,1,3,6,HD,dI,3,0
1,2,2,5,8,HD,gI,0,1
1,2,3,5,7,HD,FI,2,1
1,2,4,3,5,HD,FI,2,1
1,2,5,2,4,HD,FI,2,1
1,2,6,1,3,LD,FM,6,1
1,2,7,1,3,LD,FM,6,1
1,2,8,1,2,LD,FM,6,1
1,2,9,1,2,LD,FO,6,1
1,2,10,0,0,LD,cO,6,1
1,3,-7,1,2,LD,aO,3,5
1,3,-6,1,2,LD,FO,3,5
1,3,-5,1,2,LD,FM,3,5
1,3,-4,1,3,LD,FM,3,5
1,3,-3,1,3,LD,FM,5,5
1,3,-2,2,4,HD,FI,2,5
1,3,-1,3,5,HD,FI,3,5
1,3,0,4,6,HD,FI,0,0
1,3,1,5,7,HD,FI,2,0
1,3,2,5,7,HD,FI,3,0
1,3,3,4,6,HD,FI,0,1
1,3,4,3,5,HD,FI,1,1
1,3,5,2,4,HD,FI,1,1
1,3,6,1,3,LD,FM,5,1
1,3,7,1,3,LD,FM,5,1
1,3,8,1,2,LD,FM,5,1
1,3,9,1,2,LD,FO,5,1
1,3,10,1,2,LD,aO,5,1
1,4,-6,1,2,LD,bO,4,5
1,4,-5,1,2,LD,FO,4,5
1,4,-4,1,2,LD,FM,4,5
1,4,-3,1,3,LD,FM,5,5
1,4,-2,1,3,LD,FM,6,5
1,4,-1,2,4,LD,FM,7,5
1,4,0,3,5,HD,FI,0,0
1,4,1,3,5,HD,FI,1,0
1,4,2,3,5,HD,FI,2,0
1,4,3,3,5,HD,FI,3,0
1,4,4,3,5,HD,FI,0,1
1,4,5,2,4,HD,FI,1,1
1,4,6,1,3,LD,FM,2,1
1,4,7,1,3,LD,FM,3,1
1,4,8,1,2,LD,FM,4,1
1,4,9,1,2,LD,FO,4,1
1,4,10,1,2,LD,bO,4,1
1,5,-5,1,2,LD,dO,4,5
1,5,-4,1,2,LD,FO,4,5
1,5,-3,1,2,LD,FM,5,5
1,5,-2,1,3,LD,FM,6,5
1,5,-1,1,3,LD,FM,7,5
1,5,0,2,3,LD,FM,0,0
1,5,1,2,4,HD,FI,1,0
1,5,2,2,4,HD,FI,1,0
1,5,3,2,4,HD,FI,2,0
1,5,4,2,4,LD,FM,7,0
1,5,5,2,3,LD,FM,0,1
1,5,6,1,3,LD,FM,1,1
1,5,7,1,3,LD,FM,2,1
1,5,8,1,2,LD,FM,3,1
1,5,9,1,2,LD,FO,4,1
1,5,10,1,2,LD,dO,4,1
1,6,-4,1,2,LD,bO,4,5
1,6,-3,1,2,LD,FO,5,5
1,6,-2,1,2,LD,FM,6,5
1,6,-1,1,2,LD,FM,7,5
1,6,0,1,3,LD,FM,0,0
1,6,1,1,3,LD,FM,1,0
1,6,2,1,3,LD,FM,2,0
1,6,3,1,3,LD,FM,5,0
1,6,4,1,3,LD,FM,6,0
1,6,5,1,3,LD,FM,7,0
1,6,6,1,3,LD,FM,0,1
1,6,7,1,2,LD,FM,1,1
1,6,8,1,2,LD,FM,2,1
1,6,9,1,2,LD,FO,3,1
1,6,10,1,2,LD,bO,4,1
1,7,-3,1,2,LD,aO,5,5
1,7,-2,1,2,LD,FO,6,5
1,7,-1,1,2,LD,FO,7,5
1,7,0,1,2,LD,FM,0,0
1,7,1,1,2,LD,FM,1,0
1,7,2,1,3,LD,FM,2,0
1,7,3,1,3,LD,FM,3,0
1,7,4,1,3,LD,FM,5,0
1,7,5,1,3,LD,FM,6,0
1,7,6,1,2,LD,FM,7,0
1,7,7,1,2,LD,FM,0,1
1,7,8,1,2,LD,FO,1,1
1,7,9,1,2,LD,FO,2,1
1,7,10,1,2,LD,aO,3,1
1,8,-2,0,0,LD,cO,6,5
1,8,-1,1,2,LD,bO,7,5
1,8,0,1,2,LD,FO,0,0
1,8,1,1,2,LD,FO,1,0
1,8,2,1,2,LD,FM,2,0
1,8,3,1,2,LD,FM,3,0
1,8,4,1,2,LD,FM,4,0
1,8,5,1,2,LD,FM,5,0
1,8,6,1,2,LD,FM,6,0
1,8,7,1,2,LD,FO,7,0
1,8,8,1,2,LD,FO,0,1
1,8,9,1,2,LD,FO,1,1
1,8,10,0,0,LD,cO,2,1
1,9,0,0,0,LD,cO,0,0
1,9,1,1,2,LD,FO,1,0
1,9,2,1,2,LD,FO,2,0
1,9,3,1,2,LD,FO,3,0
1,9,4,1,2,LD,FO,4,0
1,9,5,1,2,LD,FO,4,0
1,9,6,1,2,LD,FO,5,0
1,9,7,1,2,LD,FO,6,0
1,9,8,1,2,LD,bO,7,0
1,9,9,0,0,LD,cO,0,1
1,10,2,0,0,LD,cO,2,0
1,10,3,1,2,LD,aO,3,0
1,10,4,1,2,LD,bO,4,0
1,10,5,1,2,LD,dO,4,0
1,10,6,1,2,LD,bO,4,0
1,10,7,1,2,LD,aO,5,0
1,10,8,0,0,LD,cO,6,0
3,-10,-8,0,0,LD,cO,6,3
3,-10,-7,1,2,LD,aO,5,3
3,-10,-6,1,2,LD,bO,4,3
3,-10,-5,1,2,LD,dO,3,3
3,-10,-4,1,2,LD,bO,3,3
3,-10,-3,1,2,LD,aO,3,3
3,-10,-2,0,0,LD,cO,2,3
3,-9,-9,0,0,LD,cO,0,4
3,-9,-8,1,2,LD,bO,7,3
3,-9,-7,1,2,LD,FO,6,3
3,-9,-6,1,3,LD,FO,5,3
3,-9,-5,1,3,LD,FO,4,3
3,-9,-4,1,3,LD,FO,3,3
3,-9,-3,1,3,LD,FO,3,3
3,-9,-2,1,2,LD,FO,2,3
3,-9,-1,1,2,LD,FO,1,3
3,-9,0,0,0,LD,cO,0,3
3,-8,-10,0,0,LD,cO,2,4
3,-8,-9,1,2,LD,FO,1,4
3,-8,-8,1,2,LD,FO,0,4
3,-8,-7,1,3,LD,FO,7,3
3,-8,-6,1,3,LD,FM,6,3
3,-8,-5,1,3,LD,FM,5,3
3,-8,-4,1,3,LD,FM,4,3
3,-8,-3,1,3,LD,FM,3,3
3,-8,-2,1,3,LD,FM,2,3
3,-8,-1,1,3,LD,FO,1,3
3,-8,0,1,2,LD,FO,0,3
3,-8,1,1,2,LD,bO,7,2
3,-8,2,0,0,LD,cO,6,2
3,-7,-10,1,2,LD,aO,3,4
3,-7,-9,1,2,LD,FO,2,4
3,-7,-8,1,3,LD,FO,1,4
3,-7,-7,1,3,LD,FM,0,4
3,-7,-6,1,3,LD,FM,7,3
3,-7,-5,1,4,LD,FM,6,3
3,-7,-4,1,4,LD,FM,5,3
3,-7,-3,1,4,LD,FM,4,3
3,-7,-2,1,4,LD,FM,2,3
3,-7,-1,1,3,LD,FM,1,3
3,-7,0,1,3,LD,FM,0,3
3,-7,1,1,3,LD,FO,7,2
3,-7,2,1,2,LD,FO,6,2
3,-7,3,1,2,LD,aO,5,2
3,-6,-10,1,2,LD,bO,3,4
3,-6,-9,1,3,LD,FO,3,4
3,-6,-8,1,3,LD,FM,2,4
3,-6,-7,1,3,LD,FM,1,4
3,-6,-6,1,4,LD,FM,0,4
3,-6,-5,1,4,LD,FM,7,3
3,-6,-4,2,5,LD,FM,6,3
3,-6,-3,2,5,LD,FM,5,3
3,-6,-2,2,5,LD,FM,2,3
3,-6,-1,1,4,LD,FM,1,3
3,-6,0,1,4,LD,FM,0,3
3,-6,1,1,3,LD,FM,7,2
3,-6,2,1,3,LD,FM,6,2
3,-6,3,1,3,LD,FO,5,2
3,-6,4,1,2,LD,bO,4,2
3,-5,-10,1,2,LD,dO,3,4
3,-5,-9,1,3,LD,FO,3,4
3,-5,-8,1,3,LD,FM,3,4
3,-5,-7,1,4,LD,FM,2,4
3,-5,-6,1,4,LD,FM,1,4
3,-5,-5,2,5,LD,FM,0,4
3,-5,-4,2,5,LD,FM,7,3
3,-5,-3,3,6,HD,FI,2,3
3,-5,-2,3,6,HD,FI,2,3
3,-5,-1,2,5,HD,FI,1,3
3,-5,0,2,5,LD,FM,0,3
3,-5,1,1,4,LD,FM,7,2
3,-5,2,1,4,LD,FM,6,2
3,-5,3,1,3,LD,FM,5,2
3,-5,4,1,3,LD,FO,4,2
3,-5,5,1,2,LD,dO,3,2
3,-4,-10,1,2,LD,bO,4,4
3,-4,-9,1,3,LD,FO,4,4
3,-4,-8,1,3,LD,FM,4,4
3,-4,-7,1,4,LD,FM,4,4
3,-4,-6,2,5,LD,FM,2,4
3,-4,-5,2,5,HD,FI,1,4
3,-4,-4,3,6,HD,FI,0,4
3,-4,-3,4,7,HD,FI,3,3
3,-4,-2,4,8,HD,FI,2,3
3,-4,-1,4,7,HD,FI,1,3
3,-4,0,3,6,HD,FI,0,3
3,-4,1,2,5,LD,FM,7,2
3,-4,2,2,5,LD,FM,6,2
3,-4,3,1,4,LD,FM,5,2
3,-4,4,1,3,LD,FM,4,2
3,-4,5,1,3,LD,FO,3,2
3,-4,6,1,2,LD,bO,3,2
3,-3,-10,1,2,LD,aO,5,4
3,-3,-9,1,3,LD,FO,5,4
3,-3,-8,1,3,LD,FM,5,4
3,-3,-7,1,4,LD,FM,5,4
3,-3,-6,2,5,LD,FM,5,4
3,-3,-5,3,6,HD,FI,2,4
3,-3,-4,4,7,HD,FI,1,4
3,-3,-3,5,9,HD,FI,0,4
3,-3,-2,6,10,HD,FI,3,3
3,-3,-1,5,10,HD,FI,1,3
3,-3,0,5,9,HD,FI,0,3
3,-3,1,4,7,HD,FI,3,2
3,-3,2,3,6,HD,FI,2,2
3,-3,3,2,5,LD,FM,5,2
3,-3,4,1,4,LD,FM,4,2
3,-3,5,1,3,LD,FM,3,2
3,-3,6,1,3,LD,FO,3,2
3,-3,7,1,2,LD,aO,3,2
3,-2,-10,0,0,LD,cO,6,4
3,-2,-9,1,2,LD,FO,6,4
3,-2,-8,1,3,LD,FM,6,4
3,-2,-7,1,4,LD,FM,6,4
3,-2,-6,2,5,LD,FM,6,4
3,-2,-5,3,6,HD,FI,2,4
3,-2,-4,4,8,HD,FI,2,4
3,-2,-3,5,10,HD,FI,1,4
3,-2,-2,5,10,HD,gI,0,4
3,-2,-1,3,7,HD,dI,3,3
3,-2,0,5,10,HD,gI,0,3
3,-2,1,6,10,HD,FI,3,2
3,-2,2,4,8,HD,FI,2,2
3,-2,3,3,6,HD,FI,2,2
3,-2,4,2,5,LD,FM,2,2
3,-2,5,1,4,LD,FM,2,2
3,-2,6,1,3,LD,FM,2,2
3,-2,7,1,2,LD,FO,2,2
3,-2,8,0,0,LD,cO,2,2
3,-1,-9,1,2,LD,bO,7,4
3,-1,-8,1,3,LD,FO,7,4
3,-1,-7,1,3,LD,FM,7,4
3,-1,-6,1,4,LD,FM,7,4
3,-1,-5,2,5,LD,FM,7,4
3,-1,-4,4,7,HD,FI,3,4
3,-1,-3,6,10,HD,FI,3,4
3,-1,-2,3,7,HD,dI,3,4
3,-1,1,3,7,HD,dI,3,2
3,-1,2,5,10,HD,FI,1,2
3,-1,3,4,7,HD,FI,1,2
3,-1,4,2,5,HD,FI,1,2
3,-1,5,1,4,LD,FM,1,2
3,-1,6,1,3,LD,FM,1,2
3,-1,7,1,3,LD,FO,1,2
3,-1,8,1,2,LD,FO,1,2
3,0,-9,0,0,LD,cO,0,5
3,0,-8,1,2,LD,FO,0,5
3,0,-7,1,3,LD,FM,0,5
3,0,-6,1,4,LD,FM,0,5
3,0,-5,2,5,LD,FM,0,5
3,0,-4,3,6,HD,FI,0,5
3,0,-3,5,9,HD,FI,0,5
3,0,-2,5,10,HD,gI,0,5
3,0,2,5,10,HD,gI,0,2
3,0,3,5,9,HD,FI,0,2
3,0,4,3,6,HD,FI,0,2
3,0,5,2,5,LD,FM,0,2
3,0,6,1,4,LD,FM,0,2
3,0,7,1,3,LD,FM,0,2
3,0,8,1,2,LD,FO,0,2
3,0,9,0,0,LD,cO,0,2
3,1,-8,1,2,LD,FO,1,5
3,1,-7,1,3,LD,FO,1,5
3,1,-6,1,3,LD,FM,1,5
3,1,-5,1,4,LD,FM,1,5
3,1,-4,2,5,HD,FI,1,5
3,1,-3,4,7,HD,FI,1,5
3,1,-2,5,10,HD,FI,1,5
3,1,-1,3,7,HD,dI,3,5
3,1,2,3,7,HD,dI,3,1
3,1,3,6,10,HD,FI,3,1
3,1,4,4,7,HD,FI,3,1
3,1,5,2,5,LD,FM,7,1
3,1,6,1,4,LD,FM,7,1
3,1,7,1,3,LD,FM,7,1
3,1,8,1,3,LD,FO,7,1
3,1,9,1,2,LD,bO,7,1
3,2,-8,0,0,LD,cO,2,5
3,2,-7,1,2,LD,FO,2,5
3,2,-6,1,3,LD,FM,2,5
3,2,-5,1,4,LD,FM,2,5
3,2,-4,2,5,LD,FM,2,5
3,2,-3,3,6,HD,FI,2,5
3,2,-2,4,8,HD,FI,2,5
3,2,-1,6,10,HD,FI,3,5
3,2,0,5,10,HD,gI,0,0
3,2,1,3,7,HD,dI,3,0
3,2,2,5,10,HD,gI,0,1
3,2,3,5,10,HD,FI,1,1
3,2,4,4,8,HD,FI,2,1
3,2,5,3,6,HD,FI,2,1
3,2,6,2,5,LD,FM,6,1
3,2,7,1,4,LD,FM,6,1
3,2,8,1,3,LD,FM,6,1
3,2,9,1,2,LD,FO,6,1
3,2,10,0,0,LD,cO,6,1
3,3,-7,1,2,LD,aO,3,5
3,3,-6,1,3,LD,FO,3,5
3,3,-5,1,3,LD,FM,3,5
3,3,-4,1,4,LD,FM,4,5
3,3,-3,2,5,LD,FM,5,5
3,3,-2,3,6,HD,FI,2,5
3,3,-1,4,7,HD,FI,3,5
3,3,0,5,9,HD,FI,0,0
3,3,1,5,10,HD,FI,1,0
3,3,2,6,10,HD,FI,3,0
3,3,3,5,9,HD,FI,0,1
3,3,4,4,7,HD,FI,1,1
3,3,5,3,6,HD,FI,2,1
3,3,6,2,5,LD,FM,5,1
3,3,7,1,4,LD,FM,5,1
3,3,8,1,3,LD,FM,5,1
3,3,9,1,3,LD,FO,5,1
3,3,10,1,2,LD,aO,5,1
3,4,-6,1,2,LD,bO,3,5
3,4,-5,1,3,LD,FO,3,5
3,4,-4,1,3,LD,FM,4,5
3,4,-3,1,4,LD,FM,5,5
3,4,-2,2,5,LD,FM,6,5
3,4,-1,2,5,LD,FM,7,5
3,4,0,3,6,HD,FI,0,0
3,4,1,4,7,HD,FI,1,0
3,4,2,4,8,HD,FI,2,0
3,4,3,4,7,HD,FI,3,0
3,4,4,3,6,HD,FI,0,1
3,4,5,2,5,HD,FI,1,1
3,4,6,2,5,LD,FM,2,1
3,4,7,1,4,LD,FM,4,1
3,4,8,1,3,LD,FM,4,1
3,4,9,1,3,LD,FO,4,1
3,4,10,1,2,LD,bO,4,1
3,5,-5,1,2,LD,dO,3,5
3,5,-4,1,3,LD,FO,4,5
3,5,-3,1,3,LD,FM,5,5
3,5,-2,1,4,LD,FM,6,5
3,5,-1,1,4,LD,FM,7,5
3,5,0,2,5,LD,FM,0,0
3,5,1,2,5,HD,FI,1,0
3,5,2,3,6,HD,FI,2,0
3,5,3,3,6,HD,FI,2,0
3,5,4,2,5,LD,FM,7,0
3,5,5,2,5,LD,FM,0,1
3,5,6,1,4,LD,FM,1,1
3,5,7,1,4,LD,FM,2,1
3,5,8,1,3,LD,FM,3,1
3,5,9,1,3,LD,FO,3,1
3,5,10,1,2,LD,dO,3,1
3,6,-4,1,2,LD,bO,4,5
3,6,-3,1,3,LD,FO,5,5
3,6,-2,1,3,LD,FM,6,5
3,6,-1,1,3,LD,FM,7,5
3,6,0,1,4,LD,FM,0,0
3,6,1,1,4,LD,FM,1,0
3,6,2,2,5,LD,FM,2,0
3,6,3,2,5,LD,FM,5,0
3,6,4,2,5,LD,FM,6,0
3,6,5,1,4,LD,FM,7,0
3,6,6,1,4,LD,FM,0,1
3,6,7,1,3,LD,FM,1,1
3,6,8,1,3,LD,FM,2,1
3,6,9,1,3,LD,FO,3,1
3,6,10,1,2,LD,bO,3,1
3,7,-3,1,2,LD,aO,5,5
3,7,-2,1,2,LD,FO,6,5
3,7,-1,1,3,LD,FO,7,5
3,7,0,1,3,LD,FM,0,0
3,7,1,1,3,LD,FM,1,0
3,7,2,1,4,LD,FM,2,0
3,7,3,1,4,LD,FM,4,0
3,7,4,1,4,LD,FM,5,0
3,7,5,1,4,LD,FM,6,0
3,7,6,1,3,LD,FM,7,0
3,7,7,1,3,LD,FM,0,1
3,7,8,1,3,LD,FO,1,1
3,7,9,1,2,LD,FO,2,1
3,7,10,1,2,LD,aO,3,1
3,8,-2,0,0,LD,cO,6,5
3,8,-1,1,2,LD,bO,7,5
3,8,0,1,2,LD,FO,0,0
3,8,1,1,3,LD,FO,1,0
3,8,2,1,3,LD,FM,2,0
3,8,3,1,3,LD,FM,3,0
3,8,4,1,3,LD,FM,4,0
3,8,5,1,3,LD,FM,5,0
3,8,6,1,3,LD,FM,6,0
3,8,7,1,3,LD,FO,7,0
3,8,8,1,2,LD,FO,0,1
3,8,9,1,2,LD,FO,1,1
3,8,10,0,0,LD,cO,2,1
3,9,0,0,0,LD,cO,0,0
3,9,1,1,2,LD,FO,1,0
3,9,2,1,2,LD,FO,2,0
3,9,3,1,3,LD,FO,3,0
3,9,4,1,3,LD,FO,3,0
3,9,5,1,3,LD,FO,4,0
3,9,6,1,3,LD,FO,5,0
3,9,7,1,2,LD,FO,6,0
3,9,8,1,2,LD,bO,7,0
3,9,9,0,0,LD,cO,0,1
3,10,2,0,0,LD,cO,2,0
3,10,3,1,2,LD,aO,3,0
3,10,4,1,2,LD,bO,3,0
3,10,5,1,2,LD,dO,3,0
3,10,6,1,2,LD,bO,4,0
3,10,7,1,2,LD,aO,5,0
3,10,8,0,0,LD,cO,6,0
5,-10,-8,0,0,LD,cO,6,3
5,-10,-7,1,2,LD,aO,5,3
5,-10,-6,1,2,LD,bO,4,3
5,-10,-5,1,2,LD,dO,4,3
5,-10,-4,1,2,LD,bO,4,3
5,-10,-3,1,2,LD,aO,3,3
5,-10,-2,0,0,LD,cO,2,3
5,-9,-9,0,0,LD,cO,0,4
5,-9,-8,1,2,LD,bO,7,3
5,-9,-7,1,2,LD,FO,6,3
5,-9,-6,1,2,LD,FO,5,3
5,-9,-5,1,2,LD,FO,4,3
5,-9,-4,1,2,LD,FO,4,3
5,-9,-3,1,2,LD,FO,3,3
5,-9,-2,1,2,LD,FO,2,3
5,-9,-1,1,2,LD,FO,1,3
5,-9,0,0,0,LD,cO,0,3
5,-8,-10,0,0,LD,cO,2,4
5,-8,-9,1,2,LD,FO,1,4
5,-8,-8,1,2,LD,FO,0,4
5,-8,-7,1,3,LD,FO,7,3
5,-8,-6,1,3,LD,FM,6,3
5,-8,-5,1,3,LD,FM,5,3
5,-8,-4,1,3,LD,FM,4,3
5,-8,-3,1,3,LD,FM,3,3
5,-8,-2,1,3,LD,FM,2,3
5,-8,-1,1,3,LD,FO,1,3
5,-8,0,1,2,LD,FO,0,3
5,-8,1,1,2,LD,bO,7,2
5,-8,2,0,0,LD,cO,6,2
5,-7,-10,1,2,LD,aO,3,4
5,-7,-9,1,2,LD,FO,2,4
5,-7,-8,1,3,LD,FO,1,4
5,-7,-7,1,3,LD,FM,0,4
5,-7,-6,1,3,LD,FM,7,3
5,-7,-5,1,3,LD,FM,6,3
5,-7,-4,1,4,LD,FM,5,3
5,-7,-3,1,4,LD,FM,3,3
5,-7,-2,1,3,LD,FM,2,3
5,-7,-1,1,3,LD,FM,1,3
5,-7,0,1,3,LD,FM,0,3
5,-7,1,1,3,LD,FO,7,2
5,-7,2,1,2,LD,FO,6,2
5,-7,3,1,2,LD,aO,5,2
5,-6,-10,1,2,LD,bO,4,4
5,-6,-9,1,2,LD,FO,3,4
5,-6,-8,1,3,LD,FM,2,4
5,-6,-7,1,3,LD,FM,1,4
5,-6,-6,1,4,LD,FM,0,4
5,-6,-5,1,4,LD,FM,7,3
5,-6,-4,2,5,LD,FM,6,3
